"el_cue","el_target","el_fake_target","el_fake_cue","en_cue","en_target"
"επιλέγω","επιλέγω","επιλλθω","επριέγω","choose","select"
"επιλογή","επιλογή","επιλέχή","εποδογή","choice","option"
"επιπλέον","πρόσθετος","πρμαθετος","επιπάγον","extra","additional"
"επιρροή","αποτέλεσμα","αποτημεσμα","επλτροή","influence","effect"
"επίσημα","επίσημος","εππλημος","επίστια","officially","official"
"επίσκοπος","καρδινάλιος","καρδμβάλιος","επίσταπος","bishop","cardinal"
"επιτρέπω","αφήνω","αφύγω","επιτρέκα","allow","let"
"επιτρέπω","προμηθεύω","προμοπεύω","επιτρέκα","enable","provide"
"επιτροπή","επιτροπή","επψαροπή","επιτρουε","commission","committee"
"επιτυχία","αποτυχία","αποτυχισ","επιτυχισ","success","failure"
"επιχειρήσεων","λειτουργικός","λετσουργικός","επιχμωρήσεων","operational","functional"
"ερασιτέχνης","επαγγελματίας","επιφγελματίας","ερασιτυπνης","amateur","professional"
"εργαλείο","όργανο","όρλωνο","εργαλεκη","tool","instrument"
"εργαστηρι","γκαράζ","γκαρτο","εργασττέι","workshop","garage"
"έργο","αποστολή","αποστοξα","έρευ","task","mission"
"έργο","πρόγραμμα","πρόγρααγα","έρευ","project","program"
"εργοστάσιο","παραγωγή","παραδιγή","ερδώστάσιο","factory","production"
"έρευνα","μελέτη","μελέκτ","έρσένα","research","study"
"έρημος","κοιλάδα","κοιλέτα","έρθεος","desert","valley"
"ερωμένη","εραστής","τοαστής","ερβάένη","mistress","lover"
"ερώτηση","παρακαλώ","παρακατό","ερφρηση","question","ask"
"εσωτερικός","εξωτερικός","εξωτερικεί","ανωτερικός","internal","external"
"εταιρεία","πρακτορείο","πρακτορεμί","μόαιρεία","firm","agency"
"εταιρία","εταιρεία","μόαιρεία","εταισχα","company","corporation"
"έτοιμος","προετοιμάζω","προετοιμασω","έτραμος","ready","prepare"
"ευγενής","γενναίος","γεννωπος","ευγειος","noble","brave"
"ευγενικός","φιλικός","γαλικός","ευνονικός","polite","friendly"
"ευγνώμων","ευχαριστώ","ευστριστώ","ευγνγίων","grateful","thank"
"ευθύνη","καθήκον","καθήσων","ευύμνη","responsibility","duty"
"ευκαιρία","δυνατότητα","δυνατόνιτα","ευφυιρία","chance","possibility"
"ευχαρίστηση","χαρά","χαστ","ευχαρίζοηση","pleasure","joy"
"εφηβική","νεαρός","νεστός","εφλπική","teenage","teenager"
"εφιάλτης","όνειρο","νάειρο","εφιάλτου","nightmare","dream"
"εχθρός","αντίπαλος","αντίβολος","έδθρός","enemy","opponent"
"ζάχαρη","σοκολάτα","σοκολάνγ","ζάντρη","sugar","chocolate"
"ζεστό","κρύο","κρgd","μυστό","hot","cold"
"ζεστός","δροσερός","δράφερός","ζεργός","warm","cool"
"ζηλιάρης","θυμωμένος","θυνομένος","χέλιάρης","jealous","angry"
"ζήτηση","αίτηση","όστηση","υγτηση","demand","request"
"ζούγκλα","δάσος","εώσος","ζούγόκα","jungle","forest"
"ζω","επιζώ","επυλώ","θρ","live","survive"
"ζωντανός","νεκρός","νεοιός","σαντανός","alive","dead"
"ζωολογικοσ κηποσ","τσίρκο","τσξακο","ζωολογικοσ κηπόβ","zoo","circus"
"η δυση του ηλιου","αυγή","αυθό","ίωδυση του ηλιου","sunset","dawn"
"η πλειοψηφία","ψήφος","ρόφος","ώωπλειοψηφία","majority","vote"
"η φυσικη","μαθηματικά","μαευματικά","η φυσιές","physics","mathematics"
"ήδη","ακόμη","ακρνη","eβη","already","still"
"ημερολόγιο","πρόγραμμα","πρόγρααγα","ημερολυριο","calendar","schedule"
"ήρωας","σωτήρας","εφτήρας","γήωας","hero","savior"
"ησυχια","ηρεμία","ηριχία","ησύδια","quiet","calm"
"ηττημένος","νικητής","ρόκητής","βάτημένος","loser","winner"
"θάλασσα","ωκεανός","tεεανός","ριλασσα","sea","ocean"
"θαλάσσια","πολεμικο ναυτικο","ποιομικο ναυτικο","θαλάυχια","marine","navy"
"θάμνος","δέντρο","δέρνρο","θάκλος","bush","tree"
"θανάσιμα","μοιραίος","μοιριώος","θανάγεμα","deadly","fatal"
"θάνατος","εξαφάνιση","εξαφοπιση","θάναμες","death","disappearance"
"θάρρος","προσδιορισμός","προσδιορισιος","θάνθος","courage","determination"
"θαυμάζω","εκτιμώ","εκτιπo","θαυμπίω","admire","appreciate"
"θέα","προοπτική","προοάρική","χρα","view","perspective"
"θείος","μπαμπάς","μπαμνις","ανίος","uncle","dad"
"θεός","θεϊκός","θεότός","ρπός","god","divine"
"θεραπεία","θεραπευτική αγωγή","θεραπευτικίραγωγή","θεραπερή","therapy","treatment"
"θερμότητα","θερμοκρασία","θερμοκατσία","θειζότητα","heat","temperature"
"θέση","τοποθεσία","τοποθεαμα","βηση","place","location"
"θετικός","αρνητικός","αρρατικός","ρντικός","positive","negative"
"θηρίο","ζώο","εοο","θηλμο","beast","animal"
"θησαυρός","πλούτος","πλλητος","θησαυρεθ","treasure","wealth"
"θόρυβος","ήχος","kρος","θόρυγκς","noise","sound"
"θραύσμα","κομμάτι","κοακάτι","θραύτοα","fragment","piece"
"θύμα","επιτεθείς","επιτοδείς","λιμα","victim","attacker"
"θυμός","οργή","ορπε","φλμός","anger","rage"
"ιατρικός","ψυχολογικός","χέχολογικός","chτρικός","medical","psychological"
"ιδανικός","τέλειος","λίλειος","κβανικός","ideal","perfect"
"ιδέα","θεωρία","θεωριέ","ιδρτ","idea","theory"
"ιδιοκτησία","ιδιοκτήτης","ιδδικτήτης","ιδιοηθησία","property","owner"
"ιδιοφυία","επιστήμονας","επισπόμονας","ιδιοπρία","genius","scientist"
"ιδιωτικός","μυστικότητα","έλστικότητα","ιδειτικός","private","privacy"
"ικανοποιημένοι","ευτυχισμένος","ευτυπώσμένος","ικανοποικεένοι","satisfied","happy"
"ιός","μόλυνση","μόλυβόη","ώμς","virus","infection"
"ιούνιος","ιούλιος","ηχύλιος","ιομάιος","june","july"
"ιππικό","πυροβολικό","πυρουςλικό","ιπνοκό","cavalry","artillery"
"ισορροπία","αρμονία","αρμουδα","ισορσαπία","balance","harmony"
"ισχύουν","χρήση","χρύτη","ισοσουν","apply","use"
"ισχυρός","αδύναμος","αδύνάκος","ισχυλης","strong","weak"
"καγκελάριος","πρόεδρος","πρόεσιος","νιγκελάριος","chancellor","president"
"καθαρη","πλύση","σδύση","καθανώ","clean","wash"
"καθημερινά","εβδομαδιαίος","δίδομαδιαίος","καθημεριαμ","daily","weekly"
"καθολικός","χριστιανός","χρισμέανός","κατάλικός","catholic","christian"
"καίσαρας","ρώμη","αίμη","καίσυλας","caesar","rome"
"κακό","σκληρότητα","σκληπττητα","μικό","evil","cruelty"
"καλλιτέχνης","ζωγράφος","ζωγρντος","καλλιτδυνης","artist","painter"
"καλόγερος","παπάς","πανις","καλόδορος","monk","priest"
"καλοκαίρι","χειμώνας","χερεώνας","καλοκαετι","summer","winter"
"καλός","κακό","μικό","καρίς","good","bad"
"κάλυμμα","κρύβω","κρίλω","κάλυπάα","cover","hide"
"καλώδιο","σύρμα","σύλία","κανάδιο","cable","wire"
"καμπάνια","εκλογή","εκλοαv","καμπτεια","campaign","election"
"καμπίνα","κατάστρωμα","κατάτέρωμα","καμποτα","cabin","deck"
"κανάλι","νέα","ύπα","καζήλι","channel","news"
"καναπές","κρεβάτι","κριθάτι","καναδες","sofa","bed"
"κανέλα","βανίλια","βανίασα","καυχλα","cinnamon","vanilla"
"κανόνας","πρωτόκολλο","πρωτόκολήσ","κασονας","rule","protocol"
"κανονίζω","οργανώνω","οργαρενω","κανονίσσ","arrange","organize"
"κανονικά","συνήθως","συνήετς","καγωνικά","normally","usually"
"κανω αναφορα","πληροφορώ","πληρεμορώ","κακή αναφορα","report","inform"
"καπηλειό","εστιατόριο","εσορατόριο","καυόλειό","pub","restaurant"
"καπνός","πούρο","ποόγο","καπνοπ","smoke","cigar"
"καπνός","τσιγάρο","τσιγελο","καπνοπ","tobacco","cigarette"
"κάρβουνο","λάδι","λάκω","κάρβμώνο","coal","oil"
"καριέρα","φήμη","hyμη","καρινγα","career","reputation"
"καρναβάλι","φεστιβάλ","φεστατάλ","καρναβσοι","carnival","festival"
"καρφί","δόντι","έτντι","καότί","nail","tooth"
"καρχαρίας","ψάρι","όμρι","καρχαρδις","shark","fish"
"κατά λάθος","εκ προθέσεως","εκαεροθέσεως","κατά λώτος","accidentally","intentionally"
"καταγγελία","κατηγορία","κατηγουώα","καταγγελασ","complaint","accusation"
"καταπιεί","μασάω","μαίδω","καταεμεί","swallow","chew"
"κατάρα","μάγισσα","μάνοσσα","καειρα","curse","witch"
"κατασκευή","χτίζω","σίίζω","κατασκυφή","construction","build"
"κατασκήνωση","χωριό","πηριό","κατασκπτωση","camp","village"
"κατασκοπεία","σαμποτάζ","σαμπχλάζ","κατασκοπούα","espionage","sabotage"
"κατάσκοπος","προδότης","προδίνης","κατάταοπος","spy","traitor"
"κατάσταση","κρίση","κρούη","καμισταση","situation","crisis"
"κατάσταση","θέση","υρση","καμισταση","status","position"
"κατάστημα","κατάστημα","κατάστευα","κατάστευα","shop","store"
"καταφύγιο","καταφύγιο","καταφύυρο","κατασίγιο","refuge","shelter"
"κάτω","πάνω","πάξε","κάλό","down","up"
"καφέ","μπλε","μπμι","καιξ","brown","blue"
"κάψουλα","καθετήρας","καθεντρας","κάvευλα","capsule","probe"
"κείμενο","ποίημα","πομιμα","κετρενο","text","poem"
"κέρατο","σφυρίζω","μαυρίζω","κέπττο","horn","whistle"
"κέρδος","νίκη","πήκη","κένιος","gain","win"
"κέρδος","εισόδημα","ειυίδημα","κένιος","profit","income"
"κέτσαπ","μαγιονέζα","μαρχονέζα","κέτσίτ","ketchup","mayonnaise"
"κεφάλαιο","πόλη","πόνε","κεγέλαιο","capital","city"
"κιλό","γραμμάριο","γραμφίριο","κιβω","kilo","gram"
"κίνδυνος","κίνδυνος","κίζευνος","νόνδυνος","risk","danger"
"κινηματογράφος","θέατρο","πιατρο","κινηματογρντος","cinema","theater"
"κίνηση","μεταφορα","μεταεγρα","άλνηση","move","transfer"
"κίνητρο","άλλοθι","άλμύθι","κίβιτρο","motive","alibi"
"κλέβω","ληστεύω","taστεύω","κλαθω","steal","rob"
"κλειδί","κλειδαριά","κλειικριά","κλειoo","key","lock"
"κλειδωμένος","κλειστό","κλνωστό","κλειεςμένος","locked","closed"
"κλέφτης","εγκληματίας","εγκληματασς","κλικτης","thief","criminal"
"κληρονομία","κληρονομώ","κληροναχώ","κληρονομηθ","heritage","inherit"
"κλήση","τηλέφωνο","τηλέντνο","κλεφη","call","telephone"
"κλοπή","ληστεία","taστεία","σιοπή","theft","robbery"
"κοινοβούλιο","γερουσία","γειαυσία","κοινλλούλιο","parliament","senate"
"κοινωνία","κοινότητα","κοσκότητα","κοιννεία","society","community"
"κοίτα","παρακολουθώ","παρακολοονώ","κοπαα","look","watch"
"κοκαΐνη","ηρωίνη","ηρζώνη","κοκασηη","cocaine","heroin"
"κολακεύω","εντυπωσιάζω","εντυπωιράζω","κολακενς","flatter","impress"
"κολλέγιο","πανεπιστήμιο","πανεπιστέκιο","κολλεζιο","college","university"
"κόλπος","πέος","ηβος","κόμεος","vagina","penis"
"κομητεία","περιοχή","περισοή","κοτότεία","county","district"
"κοντά","μακριά","μακροψ","κοκιά","near","far"
"κόρη","υιός","σήός","τάρη","daughter","son"
"κορίτσι","αγόρι","αγινι","αιρίτσι","girl","boy"
"κόσμιος","τίμιος","τίάκος","κόσμήμς","decent","honest"
"κοτόπουλο","τουρκία","τοτεκία","κοράπουλο","chicken","turkey"
"κουβέρτα","πετσέτα","πείρέτα","κουβέρον","blanket","towel"
"κούκλα","παιχνίδι","παιχνίσο","κοραλα","doll","toy"
"κουμπί","τύπος","ξεπος","κουμάζ","button","press"
"κουρασμένος","πεινασμένος","πεινόμμένος","κούςασμένος","tired","hungry"
"κουτάλι","πιρούνι","πισωύνι","κουτίζι","spoon","fork"
"κουτί","τσάντα","ικάντα","κοϊνί","box","bag"
"κουτσομπολιό","σκάνδαλο","σκλαδαλο","κουτσοπρολιό","gossip","scandal"
"κραγιόν","άρωμα","άριςα","κραγερν","lipstick","perfume"
"κράνος","καπέλο","καόχλο","κρομος","helmet","hat"
"κρασί","σαμπάνια","σαμπρδια","κρφαί","wine","champagne"
"κρατήστε","διατήρηση","διατοδηση","κρατήσαμ","hold","keep"
"κρέμα","σάλτσα","σάπέσα","κρσχα","cream","sauce"
"κρέμασμα","εκτέλεση","εκτέφαση","κρελασμα","hanging","execution"
"κρίσιμος","πολιτικός","πουλτικός","κρίσιμότ","critical","political"
"κτηνώδης","σκληρός","σκθαρός","κτηνοτης","brutal","cruel"
"κτύπημα","απεργία","αποβγία","κτάτημα","hit","strike"
"κυβερνήτης","γερουσιαστής","ορρουσιαστής","κυβεκτήτης","governor","senator"
"κύκλος","τρίγωνο","τράςωνο","θέκλος","circle","triangle"
"κυνήγι","αλιεία","αλμπία","κυφαγι","hunting","fishing"
"κυριολεκτικά","πρακτικά","προωτικά","κυριολάμτικά","literally","practically"
"κύτταρο","φυλακή","λιλακή","ρωτταρο","cell","prison"
"κώδικας","κωδικός πρόσβασης","κωδικόφμπρόσβασης","όχδικας","code","password"
"λαζάνια","μακαρόνια","μακαλίνια","λαμινια","lasagna","spaghetti"
"λάθος","λάθος","οωθος","λάδως","error","mistake"
"λαιμός","λαιμός","λαδρός","λαιμμα","throat","neck"
"λάμπα","κερί","κελλ","λάόρα","lamp","candle"
"λάμψη","λαμπρόσ","λαμπχεσ","λάξοη","shine","bright"
"λανθασμένος","σωστός","σωστάζ","λανθημμένος","wrong","correct"
"λάσπη","άμμος","εύμος","λάακη","mud","sand"
"λεγεώνας","στρατός","στραυνς","λεγεωτας","legion","army"
"λεία","αρπακτικός","αρπανσικός","ιλία","prey","predator"
"λειτουργεί","χειρουργική επέμβαση","χειρουργική επταβαση","λεάρουργεί","operate","surgery"
"λεμονάδα","σόδα","άμδα","λεμονάρκ","lemonade","soda"
"λένε","λέγω","λέηλ","λέπι","say","tell"
"λέξη","πρόταση","προθαση","οιξη","word","sentence"
"λεξικό","φράση","φρόνη","λερωκό","dictionary","phrase"
"λεπτός","ευαίσθητος","ευρεσθητος","λεφλός","delicate","sensitive"
"λεπτός","πυκνός","πυκνάι","λεφλός","thin","thick"
"λεσβία","γκέι","γκάλ","λετιία","lesbian","gay"
"λέσχη","μπαρ","μπνυ","λέΐνη","club","bar"
"λευκό","μαύρος","μαλφος","λεγμό","white","black"
"λεωφόρος","δρόμος","δρόμησ","λεωφρεος","avenue","street"
"λίβρα","δολάριο","δοζόριο","λίώvα","pound","dollar"
"λίγο","μικρό","μιιμό","τέγο","little","small"
"λογισμικό","υπολογιστή","υπολλειστή","λογιαλικό","software","computer"
"λόγος","αιτία","αιναα","κίγος","reason","cause"
"λόφος","βουνό","βοοδό","άλφος","hill","mountain"
"λοχίας","υπολοχαγός","υπολοχαγιέ","λοπιας","sergeant","lieutenant"
"λυπημένος","τραγικός","τρημικός","χέπημένος","sad","tragic"
"μαγεία","μάγος","μάρας","μαδρία","magic","wizard"
"μάγειρας","σεφ","αρφ","μάχοιρας","cook","chef"
"μαγνητικός","ηλεκτρικός","ηλεκπαικός","μααπητικός","magnetic","electric"
"μαθαίνω","διδάσκω","διδάπλω","μαθαναω","learn","teach"
"μαθητης σχολειου","δάσκαλος","reσκαλος","μαθητης σχολυτου","student","teacher"
"μαλακός","ευγενής","ευγεινς","μαλανος","soft","gentle"
"μαλλιά","γενειάδα","γευριάδα","μαλλαλ","hair","beard"
"μαραθώνας","αγώνας","αγώνομ","μαραίωνας","marathon","race"
"μάρκα","προϊόν","πρησόν","μάαψα","brand","product"
"μάρτυρας","μαρτυρία","μαρτονία","μάρτυριτ","witness","testimony"
"μάτι","αυτί","αυin","ρετι","eye","ear"
"μαφία","καρτέλ","μάρτέλ","μασωα","mafia","cartel"
"μάχη","πάλη","πάππ","τήχη","combat","fight"
"μεγαλείο","υψηλότητα","paηλότητα","μεγαλεκη","majesty","highness"
"μεγάλο","τεράστιος","τεράσταίς","μεπιλο","big","huge"
"μέγεθος","μήκος","είκος","μέγεχης","size","length"
"μέθοδος","τεχνική","τεσμική","έρθοδος","method","technique"
"μέλι","βούτυρο","βούταιο","θολι","honey","butter"
"μέλισσα","μυρμήγκι","μυρμφώκι","μέλιούα","bee","ant"
"μελλοντικός","το παρελθόν","το παρδηθόν","μειωοντικός","future","past"
"μέλος","ηγέτης","ανέτης","ψιλος","member","leader"
"μεσάνυχτα","μεσημέρι","μεορμέρι","μετονυχτα","midnight","noon"
"μέσο","ντεντεκτίβ","ντεντεκτpa","υόσο","agent","detective"
"μετάξι","βαμβάκι","βαισάκι","μετάυρ","silk","cotton"
"μετρητά","χρήματα","υχήματα","μεύμητά","cash","money"
"μετρώ","υπολογίζω","υπολαλίζω","μεeδώ","count","calculate"
"μήλο","καρπός","καοφός","μήπω","apple","fruit"
"μήνας","εβδομάδα","εβδοποδα","μήvυς","month","week"
"μητέρα","πατέρας","παγορας","ποτέρα","mother","father"
"μηχανικός","αρχιτέκτονας","αρλητέκτονας","μηχαμηκός","engineer","architect"
"μίγμα","εδώδιμος ιχθύς του βορρά","εδώδιμος ιχθύς τουώρορρά","μίσυα","ming","ling"
"μικρός","μακρύς","μακριο","μιοιός","short","long"
"μιλα ρε","μιλώ","βυλώ","μιλαφίε","talk","speak"
"μίλι","εκατοστόμετρο","εκατάντόμετρο","πηλι","mile","centimeter"
"μισθοφόρος","δολοφόνος","δολοφότες","μιλάοφόρος","mercenary","assassin"
"μισώ","αγάπη","αγβρη","μιlu","hate","love"
"μνημείο","άγαλμα","άγδομα","μνσπείο","monument","statue"
"μόδας","κομψός","κογνός","μόους","fashionable","elegant"
"μοίρα","πεπρωμενο","πεπρανενο","μοσία","fate","destiny"
"μόλις","πρόσφατα","πρόσοvτα","ρέλις","just","recently"
"μόλυνση","ακτινοβολία","ακτινοβουλα","μόκενση","contamination","radiation"
"μονάδα","διαίρεση","ευαίρεση","τανάδα","unit","division"
"μονόκλινο","παντρεμένος","παντρετενος","μονότσινο","single","married"
"μόνος","μοναχικός","μοριχικός","μόπλς","alone","lonely"
"μοντέλο","πρωτότυπο","πρωτότύτο","μοντκιο","model","prototype"
"μοντέρνο","παραδοσιακός","παραδοτεακός","μοντέρετ","modern","traditional"
"μορφή","σημάδι","σημάμε","μοηλή","form","sign"
"μπανάνα","φράουλα","φρίτυλα","μπαναξα","banana","strawberry"
"μπάσκετ","ποδόσφαιρο","ποδόμεαιρο","μπργκετ","basketball","football"
"μπλουζα","κάτω μέρος","κάτωυδέρος","μπλοσώα","top","bottom"
"μπορεί","πιθανώς","πιθακάς","μπεκεί","maybe","probably"
"μπότα","παπούτσι","παπορεσι","μποχα","boot","shoe"
"μπράβο","άλφα","άλέι","μπράχω","bravo","alpha"
"μύθος","θρύλος","θρσμος","μύλάς","myth","legend"
"μυστικό","μυστήριο","έλστήριο","έλστικό","secret","mystery"
"μωρό","παιδί","παϊνί","μωλί","baby","child"
"να φερεις","στείλετε","στείδωτε","ναιμερεις","bring","send"
"ναός","μοναστήρι","μοκοστήρι","ναψη","temple","monastery"
"ναυτικός","στόλος","στχτος","ναικικός","naval","fleet"
"νεολαία","παιδική ηλικία","παιδικέσηλικία","νεολιαα","youth","childhood"
"νεύρο","μυς","ζις","νεπιο","nerve","muscle"
"νεφρό","συκώτι","συρετι","νευιό","kidney","liver"
"νηφάλιος","μεθυσμένος","μεθυμάένος","νησήλιος","sober","drunk"
"νίκη","ήττα","ίητα","νίίο","victory","defeat"
"νοέμβριος","δεκέμβριος","δεκέευριος","νογαβριος","november","december"
"νόμος","σύνταγμα","υίνταγμα","κίμος","law","constitution"
"νόμπελ","βραβείο","βροξείο","τάμπελ","nobel","prize"
"νοσοκομείο","κλινική","κλελική","νοσοκοιλίο","hospital","clinic"
"νότιος","δυτικός","όντικός","άλτιος","southern","western"
"νότος","βόρειος","roρειος","νόρμς","south","north"
"νταντά","υπηρέτρια","υπηρξερια","ντανοί","nanny","maid"
"ντους","τουαλέτα","τουαρττα","ίζους","shower","bathroom"
"νύχτα","απόγευμα","απόγκαμα","cuχτα","night","evening"
"νωτιαίος","κοιλιακός","κομειακός","βδτιαίος","spinal","abdominal"
"ξαφνικά","απρόσμενα","απιεσμενα","ξαίτικά","suddenly","unexpectedly"
"ξενοδοχειο","μοτέλ","μούπλ","ξενοέρχειο","hotel","motel"
"ξεχνάμε","θυμάμαι","θυeίμαι","ξεχνέςε","forget","remember"
"ξηρός","βρεγμένος","απεγμένος","ξηλης","dry","wet"
"όγκος","καρκίνος","καιείνος","εακος","tumor","cancer"
"οδηγώ","βόλτα","βόθρα","οδαπώ","drive","ride"
"οθόνη","οθόνη","αέόνη","zeόνη","screen","monitor"
"οικονομικά","χρηματοδότηση","χρηματαλότηση","λέκονομικά","financially","financing"
"όμηρος","φυλακισμένος","λιλακισμένος","αβηρος","hostage","prisoner"
"ομιλία","κήρυγμα","κήρυτήα","ομοφία","speech","sermon"
"ομολογώ","ομολογώ","ομολφθώ","ομοληχώ","admit","confess"
"όμορφη","ωραίος","ωρηθος","όμορτζ","nice","lovely"
"ομοσπονδιακός","κατάσταση","καμισταση","ένοσπονδιακός","federal","state"
"όνομα","τίτλος","έγτλος","ρχομα","name","title"
"οπλοστάσιο","οπλοστάσιο","πίλοστάσιο","οππέστάσιο","arsenal","armory"
"οργασμός","ανέγερση","ανέγέωση","ορπεσμός","orgasm","erection"
"ορκίζομαι","όρκος","όρμης","ορκίεςμαι","swear","oath"
"ορμόνη","αδρεναλίνη","αδρεναγανη","ορμόλο","hormone","adrenaline"
"όρμος","λιμάνι","λιέτνι","μόμος","bay","harbor"
"ορφανοτροφείο","γυναικεία μονή","γυναικεία μοόν","ορφαεξτροφείο","orphanage","convent"
"ορχήστρα","ζώνη","όγνη","οροαστρα","orchestra","band"
"οστό","κρανίο","κρανηκ","οσμη","bone","skull"
"ουίσκι","βότκα","γάτκα","ουίσσε","whiskey","vodka"
"ουρανός","ουράνιος","ουράωπος","ουραφές","sky","heavenly"
"όχημα","αυτοκίνητο","αυτοχονητο","ήγημα","vehicle","car"
"παγίδα","δόλωμα","δόρόμα","παγίστ","trap","bait"
"παίζω","παιχνίδι","παιχνίσο","πανάω","play","game"
"παλαιός","νέος","εδος","παλατες","old","young"
"παλάτι","κάστρο","μιστρο","παλάνγ","palace","castle"
"πανί","μαντήλι","μαντσoι","παιβ","cloth","handkerchief"
"πανούκλα","επιδημία","επόπημία","πανοδηλα","plague","epidemic"
"πάντα","συνεχώς","συνεοις","πάκια","always","constantly"
"παππούς","γιαγιά","γιόνιά","παεβούς","grandfather","grandmother"
"παράγοντας","στοιχείο","στοιχειμ","παχηγοντας","factor","element"
"παραγωγός","διευθυντής","διευθυντνι","παραγωνής","producer","director"
"παράδεισος","κόλαση","κόλαιπ","παράδεώρος","paradise","hell"
"παράθυρο","πόρτα","πόφια","παράθυνσ","window","door"
"παραίτηση","απόλυση","απνουση","παραώνηση","resignation","dismissal"
"παραλία","ακτή","ακοι","παραυλα","beach","coast"
"παράλογος","ανεύθυνος","ανεύμανος","παράσωγος","unreasonable","irresponsible"
"παρανοϊκός","τρελός","τρελια","παρανοαλός","paranoid","crazy"
"παράνομος","νομικός","νοκακός","παράαρμος","illegal","legal"
"παρασκευή","σχεδίαση","σχεδειση","παραβάευή","preparation","planning"
"παρατήρηση","εκτίμηση","εκτίμητρ","παραδιρηση","observation","evaluation"
"παρατσούκλι","επώνυμο","αβώνυμο","παρατσούλωι","nickname","surname"
"παραφροσύνη","βλακεία","βλακραα","παρανςοσύνη","madness","stupidity"
"παρόμοιος","διαφορετικός","διαφοργάικός","παρόγριος","similar","different"
"παρουσία","απουσία","απισσία","παροτεία","presence","absence"
"πατάτα","ντομάτα","ντομπρα","παίζτα","potato","tomato"
"πατατακι","συσκευή","δισκευή","παταμέκι","chip","device"
"πατερούλης","μαμά","μακι","παγίρούλης","daddy","mum"
"πάτωμα","χαλί","χαat","ύφτωμα","floor","carpet"
"πείνα","δίψα","δίst","ραίνα","hunger","thirst"
"πείραμα","δοκιμή","δοκιτά","πετσαμα","experiment","test"
"πειρατής","ναύτης","ναζωης","πειρομής","pirate","sailor"
"πεισματάρης","εγωιστικός","εγωιστικού","πεισμαιέρης","stubborn","selfish"
"περιβάλλον","ατμόσφαιρα","ατμόρναιρα","περιαςλλον","environment","atmosphere"
"περιγράφω","εξπρές","εξεγές","περιγρταω","describe","express"
